Depth,Monst dmg,Monst life,Monster level,Sulphite deposit,sulphite cost,Darkness res
1520,246,10844,83,2440,1100,-1593
1521,246,10857,83,2440,1100,-1595
1522,246,10870,83,2440,1100,-1598
1523,246,10883,83,2440,1100,-1600
1524,246,10896,83,2440,1100,-1602
1525,246,10909,83,2440,1100,-1604
1526,246,10922,83,2440,1100,-1606
1527,246,10935,83,2440,1100,-1609
1528,246,10948,83,2440,1100,-1611
1529,246,10961,83,2440,1100,-1613
1530,246,10974,83,2440,1100,-1615
1531,246,10987,83,2440,1100,-1618
1532,246,11000,83,2440,1100,-1620
1533,246,11013,83,2440,1100,-1622
1534,246,11026,83,2440,1100,-1624
1535,246,11039,83,2440,1100,-1627
1536,246,11052,83,2440,1100,-1629
1537,246,11065,83,2440,1100,-1631
1538,246,11078,83,2440,1100,-1633
1539,246,11091,83,2440,1100,-1636
1540,246,11104,83,2440,1100,-1638
1541,246,11117,83,2440,1100,-1640
1542,247,11130,83,2440,1100,-1642
1543,247,11143,83,2440,1100,-1645
1544,247,11156,83,2440,1100,-1647
1545,247,11169,83,2440,1100,-1649
1546,247,11182,83,2440,1100,-1652
1547,247,11195,83,2440,1100,-1654
1548,247,11208,83,2440,1100,-1656
1549,247,11221,83,2440,1100,-1658
1550,247,11234,83,2440,1100,-1661
1551,247,11247,83,2440,1100,-1663
1552,247,11260,83,2440,1100,-1665
1553,247,11273,83,2440,1100,-1668
1554,247,11286,83,2440,1100,-1670
1555,247,11299,83,2440,1100,-1672
1556,247,11312,83,2440,1100,-1675
1557,247,11325,83,2440,1100,-1677
1558,247,11338,83,2440,1100,-1679
1559,247,11351,83,2440,1100,-1682
1560,247,11364,83,2440,1100,-1684
1561,247,11377,83,2440,1100,-1686
1562,247,11390,83,2440,1100,-1689
1563,247,11403,83,2440,1100,-1691
1564,248,11416,83,2440,1100,-1693
1565,248,11429,83,2440,1100,-1696
1566,248,11442,83,2440,1100,-1698
1567,248,11455,83,2440,1100,-1700
1568,248,11468,83,2440,1100,-1703
1569,248,11481,83,2440,1100,-1705
1570,248,11494,83,2440,1100,-1708
1571,248,11507,83,2440,1100,-1710
1572,248,11520,83,2440,1100,-1712
1573,248,11533,83,2440,1100,-1715
1574,248,11546,83,2440,1100,-1717
1575,248,11559,83,2440,1100,-1719
1576,248,11572,83,2440,1100,-1722
1577,248,11585,83,2440,1100,-1724
1578,248,11598,83,2440,1100,-1727
1579,248,11611,83,2440,1100,-1729
1580,248,11624,83,2440,1100,-1732
1581,248,11637,83,2440,1100,-1734
1582,248,11650,83,2440,1100,-1736
1583,248,11663,83,2440,1100,-1739
1584,248,11676,83,2440,1100,-1741
1585,248,11689,83,2440,1100,-1744
1586,249,11702,83,2440,1100,-1746
1587,249,11715,83,2440,1100,-1748
1588,249,11728,83,2440,1100,-1751
1589,249,11741,83,2440,1100,-1753
1590,249,11754,83,2440,1100,-1756
1591,249,11767,83,2440,1100,-1758
1592,249,11780,83,2440,1100,-1761
1593,249,11793,83,2440,1100,-1763
1594,249,11806,83,2440,1100,-1766
1595,249,11819,83,2440,1100,-1768
1596,249,11832,83,2440,1100,-1771
1597,249,11845,83,2440,1100,-1773
1598,249,11858,83,2440,1100,-1776
1599,249,11871,83,2440,1100,-1778
1600,249,11884,83,2440,1100,-1781
1601,249,11897,83,2440,1100,-1783
1602,249,11910,83,2440,1100,-1785
1603,249,11923,83,2440,1100,-1788
1604,249,11936,83,2440,1100,-1790
1605,249,11949,83,2440,1100,-1793
1606,249,11962,83,2440,1100,-1795
1607,250,11975,83,2440,1100,-1798
1608,250,11988,83,2440,1100,-1801
1609,250,12001,83,2440,1100,-1803
1610,250,12014,83,2440,1100,-1806
1611,250,12027,83,2440,1100,-1808
1612,250,12040,83,2440,1100,-1811
1613,250,12053,83,2440,1100,-1813
1614,250,12066,83,2440,1100,-1816
1615,250,12079,83,2440,1100,-1818
1616,250,12092,83,2440,1100,-1821
1617,250,12105,83,2440,1100,-1823
1618,250,12118,83,2440,1100,-1826
1619,250,12131,83,2440,1100,-1828
1620,250,12144,83,2440,1100,-1831
1621,250,12157,83,2440,1100,-1834
1622,250,12170,83,2440,1100,-1836
1623,250,12183,83,2440,1100,-1839
1624,250,12196,83,2440,1100,-1841
1625,250,12209,83,2440,1100,-1844
1626,250,12222,83,2440,1100,-1846
1627,250,12235,83,2440,1100,-1849
1628,250,12248,83,2440,1100,-1852
1629,251,12261,83,2440,1100,-1854
1630,251,12274,83,2440,1100,-1857
1631,251,12287,83,2440,1100,-1859
1632,251,12300,83,2440,1100,-1862
1633,251,12313,83,2440,1100,-1865
1634,251,12326,83,2440,1100,-1867
1635,251,12339,83,2440,1100,-1870
1636,251,12352,83,2440,1100,-1873
1637,251,12365,83,2440,1100,-1875
1638,251,12378,83,2440,1100,-1878
1639,251,12391,83,2440,1100,-1880
1640,251,12404,83,2440,1100,-1883
1641,251,12417,83,2440,1100,-1886
1642,251,12430,83,2440,1100,-1888
1643,251,12443,83,2440,1100,-1891
1644,251,12456,83,2440,1100,-1894
1645,251,12469,83,2440,1100,-1896
1646,251,12482,83,2440,1100,-1899
1647,251,12495,83,2440,1100,-1902
1648,251,12508,83,2440,1100,-1904
1649,252,12521,83,2440,1100,-1907
1650,252,12534,83,2440,1100,-1910
1651,252,12547,83,2440,1100,-1912
1652,252,12560,83,2440,1100,-1915
1653,252,12573,83,2440,1100,-1918
1654,252,12586,83,2440,1100,-1920
1655,252,12599,83,2440,1100,-1923
1656,252,12612,83,2440,1100,-1926
1657,252,12625,83,2440,1100,-1929
1658,252,12638,83,2440,1100,-1931
1659,252,12651,83,2440,1100,-1934
1660,252,12664,83,2440,1100,-1937
1661,252,12677,83,2440,1100,-1939
1662,252,12690,83,2440,1100,-1942
1663,252,12703,83,2440,1100,-1945
1664,252,12716,83,2440,1100,-1948
1665,252,12729,83,2440,1100,-1950
1666,252,12742,83,2440,1100,-1953
1667,252,12755,83,2440,1100,-1956
1668,252,12768,83,2440,1100,-1959
1669,252,12781,83,2440,1100,-1961
1670,253,12794,83,2440,1100,-1964
1671,253,12807,83,2440,1100,-1967
1672,253,12820,83,2440,1100,-1970
1673,253,12833,83,2440,1100,-1973
1674,253,12846,83,2440,1100,-1975
1675,253,12859,83,2440,1100,-1978
1676,253,12872,83,2440,1100,-1981
1677,253,12885,83,2440,1100,-1984
1678,253,12898,83,2440,1100,-1986
1679,253,12911,83,2440,1100,-1989
1680,253,12924,83,2440,1100,-1992
1681,253,12937,83,2440,1100,-1995
1682,253,12950,83,2440,1100,-1998
1683,253,12963,83,2440,1100,-2001
1684,253,12976,83,2440,1100,-2003
1685,253,12989,83,2440,1100,-2006
1686,253,13002,83,2440,1100,-2009
1687,253,13015,83,2440,1100,-2012
1688,253,13028,83,2440,1100,-2015
1689,253,13041,83,2440,1100,-2018
1690,254,13054,83,2440,1100,-2020
1691,254,13067,83,2440,1100,-2023
1692,254,13080,83,2440,1100,-2026
1693,254,13093,83,2440,1100,-2029
1694,254,13106,83,2440,1100,-2032
1695,254,13119,83,2440,1100,-2035
1696,254,13132,83,2440,1100,-2038
1697,254,13145,83,2440,1100,-2040
1698,254,13158,83,2440,1100,-2043
1699,254,13171,83,2440,1100,-2046
1700,254,13184,83,2440,1100,-2049
1701,254,13197,83,2440,1100,-2052
1702,254,13210,83,2440,1100,-2055
1703,254,13223,83,2440,1100,-2058
1704,254,13236,83,2440,1100,-2061
1705,254,13249,83,2440,1100,-2064
1706,254,13262,83,2440,1100,-2067
1707,254,13275,83,2440,1100,-2069
1708,254,13288,83,2440,1100,-2072
1709,254,13301,83,2440,1100,-2075
1710,255,13314,83,2440,1100,-2078
1711,255,13327,83,2440,1100,-2081
1712,255,13340,83,2440,1100,-2084
1713,255,13353,83,2440,1100,-2087
1714,255,13366,83,2440,1100,-2090
1715,255,13379,83,2440,1100,-2093
1716,255,13392,83,2440,1100,-2096
1717,255,13405,83,2440,1100,-2099
1718,255,13418,83,2440,1100,-2102
1719,255,13431,83,2440,1100,-2105
1720,255,13444,83,2440,1100,-2108
1721,255,13457,83,2440,1100,-2111
1722,255,13470,83,2440,1100,-2114
1723,255,13483,83,2440,1100,-2117
1724,255,13496,83,2440,1100,-2120
1725,255,13509,83,2440,1100,-2123
1726,255,13522,83,2440,1100,-2126
1727,255,13535,83,2440,1100,-2129
1728,255,13548,83,2440,1100,-2132
1729,255,13561,83,2440,1100,-2135
1730,256,13574,83,2440,1100,-2138
1731,256,13587,83,2440,1100,-2141
1732,256,13600,83,2440,1100,-2144
1733,256,13613,83,2440,1100,-2147
1734,256,13626,83,2440,1100,-2150
1735,256,13639,83,2440,1100,-2153
1736,256,13652,83,2440,1100,-2156
1737,256,13665,83,2440,1100,-2159
1738,256,13678,83,2440,1100,-2162
1739,256,13691,83,2440,1100,-2165
1740,256,13704,83,2440,1100,-2169
1741,256,13717,83,2440,1100,-2172
1742,256,13730,83,2440,1100,-2175
1743,256,13743,83,2440,1100,-2178
1744,256,13756,83,2440,1100,-2181
1745,256,13769,83,2440,1100,-2184
1746,256,13782,83,2440,1100,-2187
1747,256,13795,83,2440,1100,-2190
1748,256,13808,83,2440,1100,-2193
1749,257,13821,83,2440,1100,-2196
1750,257,13834,83,2440,1100,-2200
1751,257,13847,83,2440,1100,-2203
1752,257,13860,83,2440,1100,-2206
1753,257,13873,83,2440,1100,-2209
1754,257,13886,83,2440,1100,-2212
1755,257,13899,83,2440,1100,-2215
1756,257,13912,83,2440,1100,-2218
1757,257,13925,83,2440,1100,-2222
1758,257,13938,83,2440,1100,-2225
1759,257,13951,83,2440,1100,-2228
1760,257,13964,83,2440,1100,-2231
1761,257,13977,83,2440,1100,-2234
1762,257,13990,83,2440,1100,-2237
1763,257,14003,83,2440,1100,-2241
1764,257,14016,83,2440,1100,-2244
1765,257,14029,83,2440,1100,-2247
1766,257,14042,83,2440,1100,-2250
1767,257,14055,83,2440,1100,-2253
1768,257,14068,83,2440,1100,-2257
1769,258,14081,83,2440,1100,-2260
1770,258,14094,83,2440,1100,-2263
1771,258,14107,83,2440,1100,-2266
1772,258,14120,83,2440,1100,-2269
1773,258,14133,83,2440,1100,-2273
1774,258,14146,83,2440,1100,-2276
1775,258,14159,83,2440,1100,-2279
1776,258,14172,83,2440,1100,-2282
1777,258,14185,83,2440,1100,-2286
1778,258,14198,83,2440,1100,-2289
1779,258,14211,83,2440,1100,-2292
1780,258,14224,83,2440,1100,-2295
1781,258,14237,83,2440,1100,-2299
1782,258,14250,83,2440,1100,-2302
1783,258,14263,83,2440,1100,-2305
1784,258,14276,83,2440,1100,-2309
1785,258,14289,83,2440,1100,-2312
1786,258,14302,83,2440,1100,-2315
1787,258,14315,83,2440,1100,-2318
1788,259,14328,83,2440,1100,-2322
1789,259,14341,83,2440,1100,-2325
1790,259,14354,83,2440,1100,-2328
1791,259,14367,83,2440,1100,-2332
1792,259,14380,83,2440,1100,-2335
1793,259,14393,83,2440,1100,-2338
1794,259,14406,83,2440,1100,-2342
1795,259,14419,83,2440,1100,-2345
1796,259,14432,83,2440,1100,-2348
1797,259,14445,83,2440,1100,-2352
1798,259,14458,83,2440,1100,-2355
1799,259,14471,83,2440,1100,-2358
1800,259,14484,83,2440,1100,-2362
1801,259,14497,83,2440,1100,-2365
1802,259,14510,83,2440,1100,-2369
1803,259,14523,83,2440,1100,-2372
1804,259,14536,83,2440,1100,-2375
1805,259,14549,83,2440,1100,-2379
1806,260,14562,83,2440,1100,-2382
1807,260,14575,83,2440,1100,-2386
1808,260,14588,83,2440,1100,-2389
1809,260,14601,83,2440,1100,-2392
1810,260,14614,83,2440,1100,-2396
1811,260,14627,83,2440,1100,-2399
1812,260,14640,83,2440,1100,-2403
1813,260,14653,83,2440,1100,-2406
1814,260,14666,83,2440,1100,-2410
1815,260,14679,83,2440,1100,-2413
1816,260,14692,83,2440,1100,-2416
1817,260,14705,83,2440,1100,-2420
1818,260,14718,83,2440,1100,-2423
1819,260,14731,83,2440,1100,-2427
1820,260,14744,83,2440,1100,-2430
1821,260,14757,83,2440,1100,-2434
1822,260,14770,83,2440,1100,-2437
1823,260,14783,83,2440,1100,-2441
1824,260,14796,83,2440,1100,-2444
1825,261,14809,83,2440,1100,-2448
1826,261,14822,83,2440,1100,-2451
1827,261,14835,83,2440,1100,-2455
1828,261,14848,83,2440,1100,-2458
1829,261,14861,83,2440,1100,-2462
1830,261,14874,83,2440,1100,-2465
1831,261,14887,83,2440,1100,-2469
1832,261,14900,83,2440,1100,-2472
1833,261,14913,83,2440,1100,-2476
1834,261,14926,83,2440,1100,-2479
1835,261,14939,83,2440,1100,-2483
1836,261,14952,83,2440,1100,-2487
1837,261,14965,83,2440,1100,-2490
1838,261,14978,83,2440,1100,-2494
1839,261,14991,83,2440,1100,-2497
1840,261,15004,83,2440,1100,-2501
1841,261,15017,83,2440,1100,-2504
1842,261,15030,83,2440,1100,-2508
1843,262,15043,83,2440,1100,-2512
1844,262,15056,83,2440,1100,-2515
1845,262,15069,83,2440,1100,-2519
1846,262,15082,83,2440,1100,-2522
1847,262,15095,83,2440,1100,-2526
1848,262,15108,83,2440,1100,-2530
1849,262,15121,83,2440,1100,-2533
1850,262,15134,83,2440,1100,-2537
1851,262,15147,83,2440,1100,-2541
1852,262,15160,83,2440,1100,-2544
1853,262,15173,83,2440,1100,-2548
1854,262,15186,83,2440,1100,-2552
1855,262,15199,83,2440,1100,-2555
1856,262,15212,83,2440,1100,-2559
1857,262,15225,83,2440,1100,-2563
1858,262,15238,83,2440,1100,-2566
1859,262,15251,83,2440,1100,-2570
1860,262,15264,83,2440,1100,-2574
1861,262,15277,83,2440,1100,-2577
1862,263,15290,83,2440,1100,-2581
1863,263,15303,83,2440,1100,-2585
1864,263,15316,83,2440,1100,-2588
1865,263,15329,83,2440,1100,-2592
1866,263,15342,83,2440,1100,-2596
1867,263,15355,83,2440,1100,-2600
1868,263,15368,83,2440,1100,-2603
1869,263,15381,83,2440,1100,-2607
1870,263,15394,83,2440,1100,-2611
1871,263,15407,83,2440,1100,-2615
1872,263,15420,83,2440,1100,-2618
1873,263,15433,83,2440,1100,-2622
1874,263,15446,83,2440,1100,-2626
1875,263,15459,83,2440,1100,-2630
1876,263,15472,83,2440,1100,-2633
1877,263,15485,83,2440,1100,-2637
1878,263,15498,83,2440,1100,-2641
1879,263,15511,83,2440,1100,-2645
1880,264,15524,83,2440,1100,-2649
1881,264,15537,83,2440,1100,-2652
1882,264,15550,83,2440,1100,-2656
1883,264,15563,83,2440,1100,-2660
1884,264,15576,83,2440,1100,-2664
1885,264,15589,83,2440,1100,-2668
1886,264,15602,83,2440,1100,-2671
1887,264,15615,83,2440,1100,-2675
1888,264,15628,83,2440,1100,-2679
1889,264,15641,83,2440,1100,-2683
1890,264,15654,83,2440,1100,-2687
1891,264,15667,83,2440,1100,-2691
1892,264,15680,83,2440,1100,-2695
1893,264,15693,83,2440,1100,-2699
1894,264,15706,83,2440,1100,-2702
1895,264,15719,83,2440,1100,-2706
1896,264,15732,83,2440,1100,-2710
1897,265,15745,83,2440,1100,-2714
1898,265,15758,83,2440,1100,-2718
1899,265,15771,83,2440,1100,-2722
1900,265,15784,83,2440,1100,-2726
1901,265,15797,83,2440,1100,-2730
1902,265,15810,83,2440,1100,-2734
1903,265,15823,83,2440,1100,-2738
1904,265,15836,83,2440,1100,-2742
1905,265,15849,83,2440,1100,-2746
1906,265,15862,83,2440,1100,-2750
1907,265,15875,83,2440,1100,-2753
1908,265,15888,83,2440,1100,-2757
1909,265,15901,83,2440,1100,-2761
1910,265,15914,83,2440,1100,-2765
1911,265,15927,83,2440,1100,-2769
1912,265,15940,83,2440,1100,-2773
1913,265,15953,83,2440,1100,-2777
1914,265,15966,83,2440,1100,-2781
1915,266,15979,83,2440,1100,-2785
1916,266,15992,83,2440,1100,-2789
1917,266,16005,83,2440,1100,-2793
1918,266,16018,83,2440,1100,-2797
1919,266,16031,83,2440,1100,-2801
1920,266,16044,83,2440,1100,-2806
1921,266,16057,83,2440,1100,-2810
1922,266,16070,83,2440,1100,-2814
1923,266,16083,83,2440,1100,-2818
1924,266,16096,83,2440,1100,-2822
1925,266,16109,83,2440,1100,-2826
1926,266,16122,83,2440,1100,-2830
1927,266,16135,83,2440,1100,-2834
1928,266,16148,83,2440,1100,-2838
1929,266,16161,83,2440,1100,-2842
1930,266,16174,83,2440,1100,-2846
1931,266,16187,83,2440,1100,-2850
1932,266,16200,83,2440,1100,-2855
1933,267,16213,83,2440,1100,-2859
1934,267,16226,83,2440,1100,-2863
1935,267,16239,83,2440,1100,-2867
1936,267,16252,83,2440,1100,-2871
1937,267,16265,83,2440,1100,-2875
1938,267,16278,83,2440,1100,-2879
1939,267,16291,83,2440,1100,-2884
1940,267,16304,83,2440,1100,-2888
1941,267,16317,83,2440,1100,-2892
1942,267,16330,83,2440,1100,-2896
1943,267,16343,83,2440,1100,-2900
1944,267,16356,83,2440,1100,-2904
1945,267,16369,83,2440,1100,-2909
1946,267,16382,83,2440,1100,-2913
1947,267,16395,83,2440,1100,-2917
1948,267,16408,83,2440,1100,-2921
1949,267,16421,83,2440,1100,-2925
1950,268,16434,83,2440,1100,-2930
1951,268,16447,83,2440,1100,-2934
1952,268,16460,83,2440,1100,-2938
1953,268,16473,83,2440,1100,-2942
1954,268,16486,83,2440,1100,-2947
1955,268,16499,83,2440,1100,-2951
1956,268,16512,83,2440,1100,-2955
1957,268,16525,83,2440,1100,-2959
1958,268,16538,83,2440,1100,-2964
1959,268,16551,83,2440,1100,-2968
1960,268,16564,83,2440,1100,-2972
1961,268,16577,83,2440,1100,-2977
1962,268,16590,83,2440,1100,-2981
1963,268,16603,83,2440,1100,-2985
1964,268,16616,83,2440,1100,-2990
1965,268,16629,83,2440,1100,-2994
1966,268,16642,83,2440,1100,-2998
1967,269,16655,83,2440,1100,-3003
1968,269,16668,83,2440,1100,-3007
1969,269,16681,83,2440,1100,-3011
1970,269,16694,83,2440,1100,-3016
1971,269,16707,83,2440,1100,-3020
1972,269,16720,83,2440,1100,-3024
1973,269,16733,83,2440,1100,-3029
1974,269,16746,83,2440,1100,-3033
1975,269,16759,83,2440,1100,-3038
1976,269,16772,83,2440,1100,-3042
1977,269,16785,83,2440,1100,-3046
1978,269,16798,83,2440,1100,-3051
1979,269,16811,83,2440,1100,-3055
1980,269,16824,83,2440,1100,-3060
1981,269,16837,83,2440,1100,-3064
1982,269,16850,83,2440,1100,-3069
1983,269,16863,83,2440,1100,-3073
1984,270,16876,83,2440,1100,-3077
1985,270,16889,83,2440,1100,-3082
1986,270,16902,83,2440,1100,-3086
1987,270,16915,83,2440,1100,-3091
1988,270,16928,83,2440,1100,-3095
1989,270,16941,83,2440,1100,-3100
1990,270,16954,83,2440,1100,-3104
1991,270,16967,83,2440,1100,-3109
1992,270,16980,83,2440,1100,-3113
1993,270,16993,83,2440,1100,-3118
1994,270,17006,83,2440,1100,-3122
1995,270,17019,83,2440,1100,-3127
1996,270,17032,83,2440,1100,-3131
1997,270,17045,83,2440,1100,-3136
1998,270,17058,83,2440,1100,-3141
1999,270,17071,83,2440,1100,-3145
2000,270,17084,83,2440,1100,-3150
2001,271,17097,83,2440,1100,-3150
2002,271,17110,83,2440,1100,-3150
2003,271,17123,83,2440,1100,-3150
2004,271,17136,83,2440,1100,-3150
2005,271,17149,83,2440,1100,-3150
2006,271,17162,83,2440,1100,-3150
2007,271,17175,83,2440,1100,-3150
2008,271,17188,83,2440,1100,-3150
2009,271,17201,83,2440,1100,-3150
2010,271,17214,83,2440,1100,-3150
2011,271,17227,83,2440,1100,-3150
2012,271,17240,83,2440,1100,-3150
2013,271,17253,83,2440,1100,-3150
2014,271,17266,83,2440,1100,-3150
2015,271,17279,83,2440,1100,-3150
2016,271,17292,83,2440,1100,-3150
2017,272,17305,83,2440,1100,-3150
2018,272,17318,83,2440,1100,-3150
2019,272,17331,83,2440,1100,-3150
2020,272,17344,83,2440,1100,-3150
2021,272,17357,83,2440,1100,-3150
2022,272,17370,83,2440,1100,-3150
2023,272,17383,83,2440,1100,-3150
2024,272,17396,83,2440,1100,-3150
2025,272,17409,83,2440,1100,-3150
2026,272,17422,83,2440,1100,-3150
2027,272,17435,83,2440,1100,-3150
2028,272,17448,83,2440,1100,-3150
2029,272,17461,83,2440,1100,-3150
2030,272,17474,83,2440,1100,-3150
2031,272,17487,83,2440,1100,-3150
2032,272,17500,83,2440,1100,-3150
2033,272,17513,83,2440,1100,-3150
2034,273,17526,83,2440,1100,-3150
2035,273,17539,83,2440,1100,-3150
2036,273,17552,83,2440,1100,-3150
2037,273,17565,83,2440,1100,-3150
2038,273,17578,83,2440,1100,-3150
2039,273,17591,83,2440,1100,-3150
2040,273,17604,83,2440,1100,-3150
2041,273,17617,83,2440,1100,-3150
2042,273,17630,83,2440,1100,-3150
2043,273,17643,83,2440,1100,-3150
2044,273,17656,83,2440,1100,-3150
2045,273,17669,83,2440,1100,-3150
2046,273,17682,83,2440,1100,-3150
2047,273,17695,83,2440,1100,-3150
2048,273,17708,83,2440,1100,-3150
2049,273,17721,83,2440,1100,-3150
2050,274,17734,83,2440,1100,-3150
2051,274,17747,83,2440,1100,-3150
2052,274,17760,83,2440,1100,-3150
2053,274,17773,83,2440,1100,-3150
2054,274,17786,83,2440,1100,-3150
2055,274,17799,83,2440,1100,-3150
2056,274,17812,83,2440,1100,-3150
2057,274,17825,83,2440,1100,-3150
2058,274,17838,83,2440,1100,-3150
2059,274,17851,83,2440,1100,-3150
2060,274,17864,83,2440,1100,-3150
2061,274,17877,83,2440,1100,-3150
2062,274,17890,83,2440,1100,-3150
2063,274,17903,83,2440,1100,-3150
2064,274,17916,83,2440,1100,-3150
2065,274,17929,83,2440,1100,-3150
2066,274,17942,83,2440,1100,-3150
2067,275,17955,83,2440,1100,-3150
2068,275,17968,83,2440,1100,-3150
2069,275,17981,83,2440,1100,-3150
2070,275,17994,83,2440,1100,-3150
2071,275,18007,83,2440,1100,-3150
2072,275,18020,83,2440,1100,-3150
2073,275,18033,83,2440,1100,-3150
2074,275,18046,83,2440,1100,-3150
2075,275,18059,83,2440,1100,-3150
2076,275,18072,83,2440,1100,-3150
2077,275,18085,83,2440,1100,-3150
2078,275,18098,83,2440,1100,-3150
2079,275,18111,83,2440,1100,-3150
2080,275,18124,83,2440,1100,-3150
2081,275,18137,83,2440,1100,-3150
2082,275,18150,83,2440,1100,-3150
2083,276,18163,83,2440,1100,-3150
2084,276,18176,83,2440,1100,-3150
2085,276,18189,83,2440,1100,-3150
2086,276,18202,83,2440,1100,-3150
2087,276,18215,83,2440,1100,-3150
2088,276,18228,83,2440,1100,-3150
2089,276,18241,83,2440,1100,-3150
2090,276,18254,83,2440,1100,-3150
2091,276,18267,83,2440,1100,-3150
2092,276,18280,83,2440,1100,-3150
2093,276,18293,83,2440,1100,-3150
2094,276,18306,83,2440,1100,-3150
2095,276,18319,83,2440,1100,-3150
2096,276,18332,83,2440,1100,-3150
2097,276,18345,83,2440,1100,-3150
2098,276,18358,83,2440,1100,-3150
2099,277,18371,83,2440,1100,-3150
2100,277,18384,83,2440,1100,-3150
2101,277,18397,83,2440,1100,-3150
2102,277,18410,83,2440,1100,-3150
2103,277,18423,83,2440,1100,-3150
2104,277,18436,83,2440,1100,-3150
2105,277,18449,83,2440,1100,-3150
2106,277,18462,83,2440,1100,-3150
2107,277,18475,83,2440,1100,-3150
2108,277,18488,83,2440,1100,-3150
2109,277,18501,83,2440,1100,-3150
2110,277,18514,83,2440,1100,-3150
2111,277,18527,83,2440,1100,-3150
2112,277,18540,83,2440,1100,-3150
2113,277,18553,83,2440,1100,-3150
2114,278,18566,83,2440,1100,-3150
2115,278,18579,83,2440,1100,-3150
2116,278,18592,83,2440,1100,-3150
2117,278,18605,83,2440,1100,-3150
2118,278,18618,83,2440,1100,-3150
2119,278,18631,83,2440,1100,-3150
2120,278,18644,83,2440,1100,-3150
2121,278,18657,83,2440,1100,-3150
2122,278,18670,83,2440,1100,-3150
2123,278,18683,83,2440,1100,-3150
2124,278,18696,83,2440,1100,-3150
2125,278,18709,83,2440,1100,-3150
2126,278,18722,83,2440,1100,-3150
2127,278,18735,83,2440,1100,-3150
2128,278,18748,83,2440,1100,-3150
2129,278,18761,83,2440,1100,-3150
2130,279,18774,83,2440,1100,-3150
2131,279,18787,83,2440,1100,-3150
2132,279,18800,83,2440,1100,-3150
2133,279,18813,83,2440,1100,-3150
2134,279,18826,83,2440,1100,-3150
2135,279,18839,83,2440,1100,-3150
2136,279,18852,83,2440,1100,-3150
2137,279,18865,83,2440,1100,-3150
2138,279,18878,83,2440,1100,-3150
2139,279,18891,83,2440,1100,-3150
2140,279,18904,83,2440,1100,-3150
2141,279,18917,83,2440,1100,-3150
2142,279,18930,83,2440,1100,-3150
2143,279,18943,83,2440,1100,-3150
2144,279,18956,83,2440,1100,-3150
2145,279,18969,83,2440,1100,-3150
2146,280,18982,83,2440,1100,-3150
2147,280,18995,83,2440,1100,-3150
2148,280,19008,83,2440,1100,-3150
2149,280,19021,83,2440,1100,-3150
2150,280,19034,83,2440,1100,-3150
2151,280,19047,83,2440,1100,-3150
2152,280,19060,83,2440,1100,-3150
2153,280,19073,83,2440,1100,-3150
2154,280,19086,83,2440,1100,-3150
2155,280,19099,83,2440,1100,-3150
2156,280,19112,83,2440,1100,-3150
2157,280,19125,83,2440,1100,-3150
2158,280,19138,83,2440,1100,-3150
2159,280,19151,83,2440,1100,-3150
2160,280,19164,83,2440,1100,-3150
2161,281,19177,83,2440,1100,-3150
2162,281,19190,83,2440,1100,-3150
2163,281,19203,83,2440,1100,-3150
2164,281,19216,83,2440,1100,-3150
2165,281,19229,83,2440,1100,-3150
2166,281,19242,83,2440,1100,-3150
2167,281,19255,83,2440,1100,-3150
2168,281,19268,83,2440,1100,-3150
2169,281,19281,83,2440,1100,-3150
2170,281,19294,83,2440,1100,-3150
2171,281,19307,83,2440,1100,-3150
2172,281,19320,83,2440,1100,-3150
2173,281,19333,83,2440,1100,-3150
2174,281,19346,83,2440,1100,-3150
2175,281,19359,83,2440,1100,-3150
2176,281,19372,83,2440,1100,-3150
2177,282,19385,83,2440,1100,-3150
2178,282,19398,83,2440,1100,-3150
2179,282,19411,83,2440,1100,-3150
2180,282,19424,83,2440,1100,-3150
2181,282,19437,83,2440,1100,-3150
2182,282,19450,83,2440,1100,-3150
2183,282,19463,83,2440,1100,-3150
2184,282,19476,83,2440,1100,-3150
2185,282,19489,83,2440,1100,-3150
2186,282,19502,83,2440,1100,-3150
2187,282,19515,83,2440,1100,-3150
2188,282,19528,83,2440,1100,-3150
2189,282,19541,83,2440,1100,-3150
2190,282,19554,83,2440,1100,-3150
2191,282,19567,83,2440,1100,-3150
2192,283,19580,83,2440,1100,-3150
2193,283,19593,83,2440,1100,-3150
2194,283,19606,83,2440,1100,-3150
2195,283,19619,83,2440,1100,-3150
2196,283,19632,83,2440,1100,-3150
2197,283,19645,83,2440,1100,-3150
2198,283,19658,83,2440,1100,-3150
2199,283,19671,83,2440,1100,-3150
2200,283,19684,83,2440,1100,-3150
2201,283,19697,83,2440,1100,-3150
2202,283,19710,83,2440,1100,-3150
2203,283,19723,83,2440,1100,-3150
2204,283,19736,83,2440,1100,-3150
2205,283,19749,83,2440,1100,-3150
2206,283,19762,83,2440,1100,-3150
2207,284,19775,83,2440,1100,-3150
2208,284,19788,83,2440,1100,-3150
2209,284,19801,83,2440,1100,-3150
2210,284,19814,83,2440,1100,-3150
2211,284,19827,83,2440,1100,-3150
2212,284,19840,83,2440,1100,-3150
2213,284,19853,83,2440,1100,-3150
2214,284,19866,83,2440,1100,-3150
2215,284,19879,83,2440,1100,-3150
2216,284,19892,83,2440,1100,-3150
